entry_date,exit_date,entry_price,exit_price,trade_return,holding_days
2021-05-13,2021-05-17,383.1945495605469,388.0885925292969,0.012771692536761137,4
2021-09-21,2021-10-08,407.6297302246094,411.6061096191406,0.009754880715742154,17
2021-12-01,2021-12-08,423.4882507324219,441.3678283691406,0.04221977258116616,7
2022-01-20,2022-02-03,421.43853759765625,421.297119140625,-0.00033556128454070855,14
2022-02-24,2022-03-17,404.03387451171875,416.08038330078125,0.029815591090279092,21
2022-04-25,2022-05-27,405.4877014160156,392.9496154785156,-0.030921001780609858,32
2022-06-14,2022-07-07,353.783447265625,369.6810302734375,0.044935915263091486,23
2022-08-31,2022-09-13,375.56378173828125,373.5870361328125,-0.005263408511650081,13
2022-09-26,2022-10-19,347.64837646484375,351.6467590332031,0.011501226063581838,23
2022-12-19,2023-01-09,364.3050842285156,371.8208923339844,0.020630533118649375,21
2023-03-13,2023-03-22,369.4242858886719,377.3298034667969,0.021399561101154596,9
2023-08-17,2023-08-30,421.404052734375,435.6217956542969,0.03373898003036957,13
2023-09-22,2023-10-11,417.2007751464844,422.9195556640625,0.013707502138676997,19
2023-10-27,2023-11-03,398.0670166015625,421.339599609375,0.058463982287451755,7
2024-04-16,2024-04-30,491.5667419433594,490.0536193847656,-0.0030781630030781715,14
2024-07-26,2024-08-14,533.219482421875,532.5436401367188,-0.0012674748531066315,19
