entry_date,exit_date,entry_price,exit_price,trade_return,holding_days
2021-05-05,2021-06-07,124.76882934570312,122.83433532714844,-0.015504625864483312,33
2021-09-21,2021-10-15,140.14715576171875,141.52484130859375,0.009830278319863828,24
2022-01-20,2022-01-31,160.97927856445312,171.02882385253906,0.062427570664396415,11
2022-03-14,2022-03-21,147.5751190185547,162.0367889404297,0.09799531261131311,7
2022-04-27,2022-05-05,153.40487670898438,153.600830078125,0.0012773607550453647,8
2022-05-12,2022-05-31,139.88328552246094,146.04537963867188,0.04405168275248661,19
2022-06-14,2022-06-27,130.26731872558594,139.00022888183594,0.06703838108962912,13
2022-08-31,2022-10-24,154.48236083984375,146.84764099121094,-0.04942130484753493,54
2022-12-16,2023-01-12,132.3870086669922,131.30438232421875,-0.008177738538504897,27
2023-08-07,2023-08-29,176.53985595703125,181.98715209960938,0.030855900006534265,22
2023-10-27,2023-11-03,166.27133178710938,174.60369873046875,0.05011307032789025,7
2024-01-03,2024-01-19,182.3555908203125,189.59043884277344,0.03967439654531857,16
2024-03-05,2024-03-20,168.58572387695312,177.05860900878906,0.05025861583641622,15
2024-08-06,2024-08-14,205.6395721435547,220.27305603027344,0.07116083608899593,8
2024-09-17,2024-09-20,215.37521362304688,226.7107391357422,0.05263152301515506,3
